sample_id,group,technical_valid_nuclei,fraction_below_2_um,fraction_2_to_15_um,fraction_15_to_20_um,fraction_single_slice,fraction_morphology_warning,fraction_short_warning,fraction_long_warning,fraction_wide_warning,fraction_tortuous_warning
kj_sv_40xx0.75-1,KJ,5517,0.18252673554468007,0.6657603770164945,0.12760558274424505,0.34729019394598515,0.9354721769077398,0.33713974986405654,0.15171288743882544,0.233278955954323,0.0
w1118_sv_feb_40xx0.75-1,WT,3423,0.18843120070113936,0.6865322816243061,0.11335086181711948,0.3426818580192813,0.9553023663453112,0.37890739117732986,0.12503651767455448,0.2696465089103126,0.0
