score,n_2d,n_tracks,single_slice_tracks,multi_slice_tracks,single_slice_fraction,median_track_slices,technical_invalid_fraction,over_15um_fraction,single_slice_over_15um_fraction,multi_slice_over_15um_fraction,over_20um_fraction,effective_join_guard_um,over_join_guard_fraction,excessive_length_inflation_fraction,median_3d_length_um,n_links,long_link_fraction,gap_link_fraction,reciprocal_candidate_count,reciprocal_candidate_recovery_fraction,accepted_nonreciprocal_fraction,hybrid_repair_links,unet_primary_links,median_link_distance_um,resolved_TRACKING_BACKEND,resolved_TRACK_MAX_DIST_UM,resolved_TRACK_MAX_GAP_SLICES,resolved_TRACK_BBOX_PADDING_PX,resolved_TRACK_TECHNICAL_MAX_JOINED_LENGTH_UM,resolved_COMPARATIVE_TRACKING_MORPHOLOGY_NEUTRAL,resolved_ASSIGNMENT_MAX_COST,resolved_ASSIGNMENT_DIST_WEIGHT,resolved_ASSIGNMENT_OVERLAP_WEIGHT,resolved_ASSIGNMENT_LENGTH_WEIGHT,resolved_ASSIGNMENT_WIDTH_WEIGHT,resolved_ASSIGNMENT_AREA_WEIGHT,resolved_ASSIGNMENT_ANGLE_WEIGHT,resolved_ASSIGNMENT_UNET_SUPPORT_WEIGHT,resolved_ASSIGNMENT_UNET_CONTINUITY_WEIGHT,resolved_HYBRID_REPAIR_MAX_COST,resolved_HYBRID_REPAIR_MAX_GAP_SLICES,resolved_HYBRID_REPAIR_MAX_FRAGMENT_SLICES,resolved_HYBRID_REPAIR_MAX_LINK_DIST_UM,resolved_HYBRID_REPAIR_MIN_OVERLAP,resolved_HYBRID_REPAIR_MAX_FINAL_LENGTH_UM,resolved_HYBRID_REPAIR_UNET_SUPPORT_WEIGHT,resolved_UNET_TRACK_MAX_CENTROID_DIST_UM,resolved_UNET_TRACK_MAX_GAP_SLICES,resolved_UNET_TRACK_MAX_COST,resolved_UNET_TRACK_CENTROID_WEIGHT,resolved_UNET_TRACK_BBOX_IOU_WEIGHT,resolved_UNET_TRACK_ORIENTATION_WEIGHT,resolved_UNET_TRACK_AREA_WEIGHT,resolved_UNET_TRACK_PROBABILITY_WEIGHT,resolved_UNET_TRACK_MIN_BBOX_IOU,resolved_UNET_TRACK_MAX_AREA_LOG_RATIO,resolved_UNET_TRACK_MAX_RECONSTRUCTED_LENGTH_UM,TRACK_MAX_DIST_UM,ASSIGNMENT_MAX_COST,ASSIGNMENT_DIST_WEIGHT,candidate_role,calibration_xy_um_per_pixel,calibration_z_um_per_slice,calibration_metadata_path,acquisition_class,numerical_rank,selection_status,mode
38.010090883625445,1139,368,85,283,0.23097826086956522,3.0,0.02717391304347826,0.04619565217391304,0.0,0.04619565217391304,0.0,20.0,0.0,0.008152173913043478,7.577717314890373,771,0.028534370946822308,0.028534370946822308,733,0.965893587994543,0.05473965287049399,0,0,0.587,global_assignment,5.0,1,2,20.0,True,6.0,1.75,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,5.0,6.0,1.75,space_midpoint,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,1,first_candidate_for_visual_inspection,unet_primary_tracking
38.245746815993606,1139,378,98,280,0.25925925925925924,3.0,0.031746031746031744,0.03968253968253968,0.0,0.03968253968253968,0.0,20.0,0.0,0.005291005291005291,7.342664638502034,761,0.024967148488830485,0.023653088042049936,733,0.9822646657571623,0.03095558546433378,0,0,0.573,global_assignment,4.358071089591682,1,2,20.0,True,8.804894753279228,2.946996135464142,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,4.358071089591682,8.804894753279228,2.946996135464142,deterministic_random_009,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,2,candidate_for_review,unet_primary_tracking
39.093816736112764,1139,373,91,282,0.24396782841823056,3.0,0.029490616621983913,0.04289544235924933,0.0,0.04289544235924933,0.0,20.0,0.0,0.00804289544235925,7.561763927761446,766,0.022193211488250653,0.02741514360313316,733,0.9686221009549796,0.04697986577181208,0,0,0.5785,global_assignment,4.731745072039663,1,2,20.0,True,6.372470928455058,0.9358589018093295,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,4.731745072039663,6.372470928455058,0.9358589018093295,deterministic_random_004,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,3,candidate_for_review,unet_primary_tracking
39.22945808081302,1139,363,82,281,0.22589531680440772,3.0,0.027548209366391185,0.046831955922865015,0.0,0.046831955922865015,0.0,20.0,0.0,0.011019283746556474,7.665677779765269,776,0.029639175257731958,0.027061855670103094,733,0.965893587994543,0.06225165562913907,0,0,0.591,global_assignment,5.212884342277319,1,2,20.0,True,5.129408318019593,2.8951619627488716,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,5.212884342277319,5.129408318019593,2.8951619627488716,deterministic_random_005,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,4,candidate_for_review,unet_primary_tracking
39.58806984751399,1139,395,111,284,0.2810126582278481,3.0,0.03291139240506329,0.04050632911392405,0.0,0.04050632911392405,0.0,20.0,0.0,0.002531645569620253,7.133405107296133,744,0.006720430107526882,0.025537634408602152,733,0.9672578444747613,0.022068965517241378,0,0,0.5654999999999999,global_assignment,4.666479490181365,1,2,20.0,True,3.0610150167424104,2.563016273134358,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,4.666479490181365,3.0610150167424104,2.563016273134358,deterministic_random_001,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,5,candidate_for_review,unet_primary_tracking
39.825484268552316,1139,380,99,281,0.26052631578947366,3.0,0.031578947368421054,0.039473684210526314,0.002631578947368421,0.03684210526315789,0.0,20.0,0.0,0.005263157894736842,7.378642355175676,759,0.026350461133069828,0.023715415019762844,733,0.9727148703956344,0.037786774628879895,0,0,0.573,global_assignment,4.194559420798371,1,2,20.0,True,5.210470136930854,0.9841533726126857,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,4.194559420798371,5.210470136930854,0.9841533726126857,deterministic_random_002,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,6,candidate_for_review,unet_primary_tracking
41.08729047688973,1139,392,110,282,0.28061224489795916,3.0,0.03571428571428571,0.03826530612244898,0.002551020408163265,0.03571428571428571,0.0,20.0,0.0,0.002551020408163265,7.099855365049052,747,0.014725568942436412,0.0214190093708166,733,0.9781718963165075,0.019151846785225718,0,0,0.559,global_assignment,4.295042902613942,1,2,20.0,True,3.2959153381387862,2.2791932345389156,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,4.295042902613942,3.2959153381387862,2.2791932345389156,reviewed_base,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,7,candidate_for_review,unet_primary_tracking
41.41624770136613,1139,362,79,283,0.21823204419889503,3.0,0.027624309392265192,0.04696132596685083,0.0,0.04696132596685083,0.0,20.0,0.0,0.011049723756906077,7.844468353135301,777,0.029601029601029602,0.029601029601029602,733,0.9549795361527967,0.07161803713527852,0,0,0.591,global_assignment,5.264032674915445,1,2,20.0,True,3.970126943576209,0.8106672107088254,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,5.264032674915445,3.970126943576209,0.8106672107088254,deterministic_random_003,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,8,candidate_for_review,unet_primary_tracking
42.3543917603011,1139,381,99,282,0.25984251968503935,3.0,0.03412073490813648,0.04461942257217848,0.0026246719160104987,0.04199475065616798,0.0,20.0,0.0,0.005249343832020997,7.38212160728869,758,0.009234828496042216,0.029023746701846966,733,0.9672578444747613,0.036684782608695655,0,0,0.5745,global_assignment,5.0157414724401495,1,2,20.0,True,3.8888770135811352,2.2974178507522125,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,5.0157414724401495,3.8888770135811352,2.2974178507522125,deterministic_random_007,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,9,candidate_for_review,unet_primary_tracking
42.713309169795494,1139,393,111,282,0.2824427480916031,3.0,0.035623409669211195,0.043256997455470736,0.002544529262086514,0.04071246819338423,0.0,20.0,0.0,0.002544529262086514,7.125,746,0.0,0.02680965147453083,733,0.9645293315143247,0.026170798898071626,0,0,0.5654999999999999,global_assignment,5.9781201605641385,1,2,20.0,True,3.0207276645305736,2.850596257744357,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,5.9781201605641385,3.0207276645305736,2.850596257744357,deterministic_random_010,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,10,candidate_for_review,unet_primary_tracking
42.92891026626992,1139,389,108,281,0.2776349614395887,3.0,0.033419023136246784,0.038560411311053984,0.005141388174807198,0.033419023136246784,0.0,20.0,0.0,0.005141388174807198,7.31132927700407,750,0.021333333333333333,0.029333333333333333,733,0.9590723055934516,0.034340659340659344,0,0,0.5609999999999999,global_assignment,3.7598855148872814,1,2,20.0,True,5.049362554641313,0.5588030453555013,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,3.7598855148872814,5.049362554641313,0.5588030453555013,deterministic_random_008,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,11,candidate_for_review,unet_primary_tracking
