normalization_low,normalization_high,selected_clahe_clip,selected_clahe_profile,contrast_score,sampled_z_indices,roi_percentiles,saturation_fraction,slice_brightness_statistics,source_dtype,inferred_bit_depth,resolved_pixel_parameters,configuration_provenance,image_shape,roi_pixel_count,excluded_pixel_count,configuration_warnings
33.0,255.0,0.0,no_clahe,0.45045045045045046,"24,25,26,27,28","{'p1': 33.0, 'p20': 73.0, 'p50': 104.0, 'p95': 173.0, 'p99.5': 255.0}",0.005161700988795579,"[{'z_index': 24, 'median': 102.0, 'p95': 172.0, 'brightness_cv': 0.014446553616748358, 'p95_mean': 172.6}, {'z_index': 25, 'median': 102.0, 'p95': 172.0, 'brightness_cv': 0.014446553616748358, 'p95_mean': 172.6}, {'z_index': 26, 'median': 104.0, 'p95': 172.0, 'brightness_cv': 0.014446553616748358, 'p95_mean': 172.6}, {'z_index': 27, 'median': 104.0, 'p95': 173.0, 'brightness_cv': 0.014446553616748358, 'p95_mean': 172.6}, {'z_index': 28, 'median': 106.0, 'p95': 174.0, 'brightness_cv': 0.014446553616748358, 'p95_mean': 172.6}]",uint8,8,"{'physical': {'MIN_SKEL_LEN_UM': 6.0, 'MAX_GEODESIC_LEN_UM': 20.0, 'MAX_WIDTH_UM': 4.624156976151686, 'MAX_BRIDGE_UM': 1.5, 'MAX_BRANCH_LEN_UM': 2.3, 'BG_SIGMA_UM': 6.0, 'DENOISE_SIGMA_UM': 0.45, 'RIDGE_SIGMAS_UM': [0.6, 0.9, 1.2, 1.5]}, 'pixels': {'MIN_SKEL_LEN_PX': 15.855483870967742, 'MAX_GEODESIC_LEN_PX': 52.851612903225806, 'MAX_WIDTH_PX': 12.219707725366003, 'MAX_BRIDGE_PX': 4, 'MAX_BRANCH_LEN_PX': 6, 'BG_SIGMA': 15.855483870967742, 'DENOISE_SIGMA': 1.1891612903225808, 'RIDGE_SIGMAS': [1.5855483870967741, 2.3783225806451616, 3.1710967741935483, 3.9638709677419355]}, 'source': {'MIN_SKEL_LEN': 'physical', 'MAX_GEODESIC_LEN': 'physical', 'MAX_WIDTH': 'physical', 'MAX_BRIDGE': 'physical', 'MAX_BRANCH_LEN': 'physical', 'BG_SIGMA': 'physical', 'DENOISE_SIGMA': 'physical', 'RIDGE_SIGMAS': 'physical'}}","{'version': 'v5.7.1-body-width', 'preprocess_mode': 'roi_adaptive', 'legacy_two_pass_roi': False, 'warnings': []}","[1024, 1024]",276498,0,
