score,n_2d,n_tracks,single_slice_tracks,multi_slice_tracks,single_slice_fraction,median_track_slices,technical_invalid_fraction,over_15um_fraction,single_slice_over_15um_fraction,multi_slice_over_15um_fraction,over_20um_fraction,effective_join_guard_um,over_join_guard_fraction,excessive_length_inflation_fraction,median_3d_length_um,n_links,long_link_fraction,gap_link_fraction,reciprocal_candidate_count,reciprocal_candidate_recovery_fraction,accepted_nonreciprocal_fraction,hybrid_repair_links,unet_primary_links,median_link_distance_um,resolved_TRACKING_BACKEND,resolved_TRACK_MAX_DIST_UM,resolved_TRACK_MAX_GAP_SLICES,resolved_TRACK_BBOX_PADDING_PX,resolved_TRACK_TECHNICAL_MAX_JOINED_LENGTH_UM,resolved_COMPARATIVE_TRACKING_MORPHOLOGY_NEUTRAL,resolved_ASSIGNMENT_MAX_COST,resolved_ASSIGNMENT_DIST_WEIGHT,resolved_ASSIGNMENT_OVERLAP_WEIGHT,resolved_ASSIGNMENT_LENGTH_WEIGHT,resolved_ASSIGNMENT_WIDTH_WEIGHT,resolved_ASSIGNMENT_AREA_WEIGHT,resolved_ASSIGNMENT_ANGLE_WEIGHT,resolved_ASSIGNMENT_UNET_SUPPORT_WEIGHT,resolved_ASSIGNMENT_UNET_CONTINUITY_WEIGHT,resolved_HYBRID_REPAIR_MAX_COST,resolved_HYBRID_REPAIR_MAX_GAP_SLICES,resolved_HYBRID_REPAIR_MAX_FRAGMENT_SLICES,resolved_HYBRID_REPAIR_MAX_LINK_DIST_UM,resolved_HYBRID_REPAIR_MIN_OVERLAP,resolved_HYBRID_REPAIR_MAX_FINAL_LENGTH_UM,resolved_HYBRID_REPAIR_UNET_SUPPORT_WEIGHT,resolved_UNET_TRACK_MAX_CENTROID_DIST_UM,resolved_UNET_TRACK_MAX_GAP_SLICES,resolved_UNET_TRACK_MAX_COST,resolved_UNET_TRACK_CENTROID_WEIGHT,resolved_UNET_TRACK_BBOX_IOU_WEIGHT,resolved_UNET_TRACK_ORIENTATION_WEIGHT,resolved_UNET_TRACK_AREA_WEIGHT,resolved_UNET_TRACK_PROBABILITY_WEIGHT,resolved_UNET_TRACK_MIN_BBOX_IOU,resolved_UNET_TRACK_MAX_AREA_LOG_RATIO,resolved_UNET_TRACK_MAX_RECONSTRUCTED_LENGTH_UM,TRACK_MAX_DIST_UM,ASSIGNMENT_MAX_COST,ASSIGNMENT_DIST_WEIGHT,candidate_role,calibration_xy_um_per_pixel,calibration_z_um_per_slice,calibration_metadata_path,acquisition_class,numerical_rank,selection_status,mode
9.43766976488564,1312,398,99,299,0.24874371859296482,4.0,0.005025125628140704,0.08542713567839195,0.0,0.08542713567839195,0.0,20.0,0.0,0.005025125628140704,8.003318224172308,914,0.009846827133479213,0.0175054704595186,889,0.9876265466816648,0.022271714922048998,0,0,0.542,global_assignment,4.358071089591682,1,2,20.0,True,8.804894753279228,2.946996135464142,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,4.358071089591682,8.804894753279228,2.946996135464142,deterministic_random_009,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,1,first_candidate_for_visual_inspection,unet_primary_tracking
9.81043943433696,1312,401,101,300,0.2518703241895262,4.0,0.004987531172069825,0.08478802992518704,0.0,0.08478802992518704,0.0,20.0,0.0,0.004987531172069825,7.916572770132196,911,0.009879253567508232,0.01756311745334797,889,0.984251968503937,0.0223463687150838,0,0,0.535,global_assignment,4.194559420798371,1,2,20.0,True,5.210470136930854,0.9841533726126857,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,4.194559420798371,5.210470136930854,0.9841533726126857,deterministic_random_002,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,2,candidate_for_review,unet_primary_tracking
9.852336756272425,1312,403,104,299,0.25806451612903225,4.0,0.004962779156327543,0.08436724565756824,0.0,0.08436724565756824,0.0,20.0,0.0,0.004962779156327543,7.916572770132196,909,0.0176017601760176,0.0187018701870187,889,0.984251968503937,0.01905829596412556,0,0,0.535,global_assignment,3.7598855148872814,1,2,20.0,True,5.049362554641313,0.5588030453555013,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,3.7598855148872814,5.049362554641313,0.5588030453555013,deterministic_random_008,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,3,candidate_for_review,unet_primary_tracking
10.132087357985535,1312,408,108,300,0.2647058823529412,4.0,0.004901960784313725,0.08333333333333333,0.0,0.08333333333333333,0.0,20.0,0.0,0.004901960784313725,7.758545758833074,904,0.02765486725663717,0.01991150442477876,889,0.9820022497187851,0.014672686230248307,0,0,0.535,global_assignment,3.3651763955069405,1,2,20.0,True,8.87183997342246,1.5302984823482526,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,3.3651763955069405,8.87183997342246,1.5302984823482526,deterministic_random_006,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,4,candidate_for_review,unet_primary_tracking
11.299878415840388,1312,390,93,297,0.23846153846153847,4.0,0.005128205128205128,0.08717948717948718,0.0,0.08717948717948718,0.0,20.0,0.0,0.005128205128205128,8.17721943244136,922,0.014099783080260303,0.01735357917570499,889,0.983127109111361,0.03532008830022075,0,0,0.546,global_assignment,5.212884342277319,1,2,20.0,True,5.129408318019593,2.8951619627488716,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,5.212884342277319,5.129408318019593,2.8951619627488716,deterministic_random_005,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,5,candidate_for_review,unet_primary_tracking
11.498096176516183,1312,395,97,298,0.24556962025316456,4.0,0.005063291139240506,0.08607594936708861,0.0,0.08607594936708861,0.0,20.0,0.0,0.005063291139240506,8.041347326361857,917,0.013086150490730643,0.016357688113413305,889,0.9797525309336333,0.03436807095343681,0,0,0.542,global_assignment,4.731745072039663,1,2,20.0,True,6.372470928455058,0.9358589018093295,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,4.731745072039663,6.372470928455058,0.9358589018093295,deterministic_random_004,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,6,candidate_for_review,unet_primary_tracking
11.958432048704191,1312,391,94,297,0.24040920716112532,4.0,0.005115089514066497,0.08695652173913043,0.0,0.08695652173913043,0.0,20.0,0.0,0.005115089514066497,8.19606556972228,921,0.016286644951140065,0.01737242128121607,889,0.9797525309336333,0.03756906077348066,0,0,0.546,global_assignment,5.0,1,2,20.0,True,6.0,1.75,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,5.0,6.0,1.75,space_midpoint,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,7,candidate_for_review,unet_primary_tracking
12.841883366327147,1312,388,91,297,0.2345360824742268,4.0,0.005154639175257732,0.08762886597938144,0.0,0.08762886597938144,0.0,20.0,0.0,0.007731958762886598,8.247084017807559,924,0.016233766233766232,0.0183982683982684,889,0.9775028121484814,0.04189636163175303,0,0,0.546,global_assignment,5.264032674915445,1,2,20.0,True,3.970126943576209,0.8106672107088254,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,5.264032674915445,3.970126943576209,0.8106672107088254,deterministic_random_003,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,8,candidate_for_review,unet_primary_tracking
13.047683699108694,1312,398,100,298,0.25125628140703515,4.0,0.007537688442211055,0.08542713567839195,0.0,0.08542713567839195,0.0,20.0,0.0,0.005025125628140704,7.9409309460574775,914,0.007658643326039387,0.016411378555798686,889,0.9820022497187851,0.028921023359288096,0,0,0.542,global_assignment,5.0157414724401495,1,2,20.0,True,3.8888770135811352,2.2974178507522125,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,5.0157414724401495,3.8888770135811352,2.2974178507522125,deterministic_random_007,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,9,candidate_for_review,unet_primary_tracking
13.209029585154237,1312,406,107,299,0.26354679802955666,4.0,0.009852216748768473,0.08374384236453201,0.0,0.08374384236453201,0.0,20.0,0.0,0.0024630541871921183,7.758545758833074,906,0.004415011037527594,0.016556291390728478,889,0.9876265466816648,0.014590347923681257,0,0,0.535,global_assignment,4.295042902613942,1,2,20.0,True,3.2959153381387862,2.2791932345389156,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,4.295042902613942,3.2959153381387862,2.2791932345389156,reviewed_base,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,10,candidate_for_review,unet_primary_tracking
13.680556262375323,1312,408,109,299,0.26715686274509803,4.0,0.00980392156862745,0.08333333333333333,0.0,0.08333333333333333,0.0,20.0,0.0,0.0024509803921568627,7.629606712084114,904,0.00331858407079646,0.015486725663716814,889,0.984251968503937,0.016853932584269662,0,0,0.535,global_assignment,4.666479490181365,1,2,20.0,True,3.0610150167424104,2.563016273134358,2.0,0.0,0.0,0.0,0.4,0.6,0.25,3.6,1,2,4.8,0.05,15.0,0.4,3.0,1,1.35,0.7,0.2,0.05,0.03,0.02,0.0,1.6,20.0,4.666479490181365,3.0610150167424104,2.563016273134358,deterministic_random_001,0.37841796875,0.3461840909090909,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,11,candidate_for_review,unet_primary_tracking
