include,sample_id,group,input_dir,roi_path,file_pattern,slice_count,z_min,z_max,xy_um_per_pixel,z_um_per_slice,calibration_metadata_path,acquisition_class,status,message,output_dir
True,kj_sv_40xx0.75-1,KJ,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-1,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-1\analysis_roi_v5_7.npy,Project001_Series002_z*_ch00.tif,88,0,87,0.37841796875,0.34618410700236,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-1\MetaData\Project001_Series002.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,validated,,
False,kj_sv_40xx0.75-4,KJ,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-4,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-4\analysis_roi_v5_7.npy,Project001_Series005_z*_ch00.tif,77,0,76,0.37841796875,0.3461841070023605,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-4\MetaData\Project001_Series005.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,kj_sv_40xx0.75-5,KJ,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-5,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-5\analysis_roi_v5_7.npy,Project001_Series006_z*_ch00.tif,73,0,72,0.37841796875,0.34618410700236046,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-5\MetaData\Project001_Series006.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,kj_sv_40xx0.75-6,KJ,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-6,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-6\analysis_roi_v5_7.npy,Project001_Series007_z*_ch00.tif,76,0,75,0.37841796875,0.34618410700236,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-6\MetaData\Project001_Series007.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,kj_sv_40xx0.75-7,KJ,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-7,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-7\analysis_roi_v5_7.npy,Project001_Series008_z*_ch00.tif,63,0,62,0.37841796875,0.3461841070023597,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-7\MetaData\Project001_Series008.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,kj_sv_40xx0.75-8,KJ,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-8,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-8\analysis_roi_v5_7.npy,Project001_Series009_z*_ch00.tif,79,0,78,0.37841796875,0.3461841070023603,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-8\MetaData\Project001_Series009.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,kj_sv_40xx0.75-9,KJ,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-9,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-9\analysis_roi_v5_7.npy,Project001_Series010_z*_ch00.tif,79,0,78,0.37841796875,0.3461841070023615,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\kj sv 40xx0.75-9\MetaData\Project001_Series010.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,lkj_sv_40xx0.75-18,KJ,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\lkj sv 40xx0.75-18,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\lkj sv 40xx0.75-18\analysis_roi_v5_7.npy,Project001_Series020_z*_ch00.tif,92,0,91,0.37841796875,0.3461841070023604,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\kj sv feb\lkj sv 40xx0.75-18\MetaData\Project001_Series020.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
True,w1118_sv_feb_40xx0.75-1,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\analysis_roi_v5_7.npy,Project001_Series001_z*_ch00.tif,67,0,66,0.37841796875,0.34618410700236035,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-1\MetaData\Project001_Series001.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,validated,,
False,w1118_sv_feb_40xx0.75-10,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-10,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-10\analysis_roi_v5_7.npy,Project001_Series010_z*_ch00.tif,62,0,61,0.37841796875,0.34618410700236024,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-10\MetaData\Project001_Series010.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-11,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-11,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-11\analysis_roi_v5_7.npy,Project001_Series011_z*_ch00.tif,72,0,71,0.37841796875,0.34618410700236096,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-11\MetaData\Project001_Series011.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-12,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-12,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-12\analysis_roi_v5_7.npy,Project001_Series012_z*_ch00.tif,50,0,49,0.37841796875,0.3461841070023612,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-12\MetaData\Project001_Series012.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-13,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\analysis_roi_v5_7.npy,Project001_Series013_z*_ch00.tif,45,0,44,0.37841796875,0.3461841070023613,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-13\MetaData\Project001_Series013.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-14,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-14,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-14\analysis_roi_v5_7.npy,Project001_Series014_z*_ch00.tif,40,0,39,0.37841796875,0.3461841070023616,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-14\MetaData\Project001_Series014.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-16,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-16,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-16\analysis_roi_v5_7.npy,Project001_Series016_z*_ch00.tif,74,0,73,0.37841796875,0.34618410700235974,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-16\MetaData\Project001_Series016.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-17,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-17,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-17\analysis_roi_v5_7.npy,Project001_Series017_z*_ch00.tif,61,0,60,0.37841796875,0.34618410700236096,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-17\MetaData\Project001_Series017.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-18,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-18,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-18\analysis_roi_v5_7.npy,Project001_Series018_z*_ch00.tif,62,0,61,0.37841796875,0.3461841070023608,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-18\MetaData\Project001_Series018.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-2,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-2,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-2\analysis_roi_v5_7.npy,Project001_Series002_z*_ch00.tif,60,0,59,0.37841796875,0.34618410700236013,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-2\MetaData\Project001_Series002.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-3,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-3,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-3\analysis_roi_v5_7.npy,Project001_Series003_z*_ch00.tif,66,0,65,0.37841796875,0.3461841070023602,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-3\MetaData\Project001_Series003.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-4,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-4,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-4\analysis_roi_v5_7.npy,Project001_Series004_z*_ch00.tif,58,0,57,0.37841796875,0.3461841070023603,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-4\MetaData\Project001_Series004.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-5,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-5,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-5\analysis_roi_v5_7.npy,Project001_Series005_z*_ch00.tif,63,0,62,0.37841796875,0.34618410700236063,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-5\MetaData\Project001_Series005.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-6,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-6,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-6\analysis_roi_v5_7.npy,Project001_Series006_z*_ch00.tif,63,0,62,0.37841796875,0.3461841070023597,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-6\MetaData\Project001_Series006.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-7,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-7,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-7\analysis_roi_v5_7.npy,Project001_Series007_z*_ch00.tif,74,0,73,0.37841796875,0.34618410700236074,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-7\MetaData\Project001_Series007.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-8,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-8,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-8\analysis_roi_v5_7.npy,Project001_Series008_z*_ch00.tif,69,0,68,0.37841796875,0.34618410700236035,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-8\MetaData\Project001_Series008.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
False,w1118_sv_feb_40xx0.75-9,WT,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-9,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-9\analysis_roi_v5_7.npy,Project001_Series009_z*_ch00.tif,68,0,67,0.37841796875,0.34618410700236035,C:\Users\dmishra\Desktop\KJ Images and mutant-Grace\w1118 sv feb\w1118 sv feb 40xx0.75-9\MetaData\Project001_Series009.xml,microscope=DMI8-CS; objective=HC PL APO CS2    40x/1.30 OIL; magnification=40; NA=1.3; zoom=0.75; gain=99.9981315396114; time_gate=0,excluded,,
